,County,Sec-Twp_Rng,Company,Well,Location,Type,Permit Number,API Number,Objective,Date
169,White,19-3S-8E,"Triple S Petroleum, Inc.",Poorman #B-6 SWD,"450'N line, 350'E line of SW SE",SWD,204637,1.21933E+11,Caseyville,Aug-18
170,White,25-3S-10E,Shawnee Exploration Partners LLC,Morris #C-6 WIW,"330'S line, 660'E line of NE SE",WI,204633,1.21933E+11,Warsaw,Aug-18
171,White,29-3S-14W,"Keepes Petroleum, Inc.","Rawlinson, Frank #4","325'S line, 330'E line of NW NW",OIL,65684,1.21931E+11,McClosky,Aug-18
172,White,1-4S-10E,"Campbell Energy, LLC",Willard #1,"341'S line, 330'W line of NW NE",OIL,65678,1.21933E+11,Fort Payne,Aug-18
173,White,1-4S-10E,"Campbell Energy, LLC",Willard #2,"330'N line, 330'E line of SW NE",OIL,65679,1.2193E+11,Fort Payne,Aug-18
174,White,1-4S-10E,"Campbell Energy, LLC",Willard #3,"20'N line, 330'E line of SE NE",OIL,65680,1.21933E+11,Fort Payne,Aug-18
175,White,1-4S-10E,"Campbell Energy, LLC",Willard #4,"330'S line, 330'W line of SE SW NE",OIL,65681,1.21933E+11,Warsaw,Aug-18
176,White,1-4S-10E,"Campbell Energy, LLC",Willard #5,"650'S line, 365'E line of SE NE",OIL,65682,1.21933E+11,Fort Payne,Aug-18
177,White,4-4S-14W,"Campbell Energy, LLC",Evans SWD #1,"96'N line, 72'W line of NW NW",SWD,204614,1.21933E+11,Caseyville,Aug-18
178,Christian,28-14N-2W,Vision Energy LLC,Sheldon #3,"339'N line, 680'W line of NW SE",OIL,66068,1.20213E+11,Edgewood,Aug-19
179,Coles,13-12N-10E,Ameren Illinois Company,"Walton, L. O. #6-A","350'S line, 330'W line of SE NE",OBS,66077,1.2029E+11,Pottsville,Aug-19
180,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #MH-1,"330'N line, 330'W line of NW SE",OIL,66084,1.20334E+11,Spoon,Aug-19
181,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #MH-2,"330'N line, 940'W line of NW SE",OIL,66083,1.20334E+11,Spoon,Aug-19
182,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #MH-3,"330'S line, 940'W line of NW SE",OIL,66082,1.20334E+11,Spoon,Aug-19
183,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #MH-4,"330'S line, 330'W line of NW SE",OIL,66081,1.20334E+11,Spoon,Aug-19
184,Crawford,1-5N-13W,"Doral Energy, Inc",Hille #MH-5,"330'N line, 380'E line of NE SW",OIL,66080,1.20334E+11,Aux Vases,Aug-19
185,Crawford,20-6N-12W,"Maus's Well Service, Inc.",McCall #3-WI,"440'S line, 330'W line of NW NW",WI,204690,1.20334E+11,Robinson,Aug-19
186,Fayette,7-6N-3E,"Belden, W. L.","Lewis, D. #2-SWD","65'S line, 1250'E line of SW",SWD,204692,1.20513E+11,Tar Spring,Aug-19
187,Franklin,1-6S-2E,"Budmark Oil Co., Inc.",Budmark - IL Mineral #62-1,"420'S line, 950'W line of NW SW",OIL,66067,1.20553E+11,Warsaw,Aug-19
188,Franklin,21-7S-3E,"Lampley Oil, Inc.",Blacktop #21-1,"770'N line, 450'W line of SE",OIL,66069,1.20553E+11,Warsaw,Aug-19
189,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #122-CDG","558'S line, 513'E line of NE SW",OIL,66063,1.21013E+11,Salem,Aug-19
190,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #123-CDG","181'N line, 655'E line of SE SW",OIL,66065,1.21013E+11,Salem,Aug-19
191,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #125-CDG","508'N line, 11'E line of NW SW",OIL,66066,1.21013E+11,Salem,Aug-19
192,Lawrence,26-3N-12W,"CDG Operations, LLC","Leighty, E. a/c 1 #126-CDG","35'S line, 464'E line of NE SW",OIL,66064,1.21013E+11,Salem,Aug-19
193,Lawrence,34-3N-12W,"CDG Operations, LLC","Gee, S. J. a/c 1 #67-CDG","401'N line, 74'E line of SE NE",OIL,66060,1.21013E+11,Salem,Aug-19
194,Lawrence,34-3N-12W,"CDG Operations, LLC","Vandermark, L. A. #38-CDG","141'S line, 459'W line of NE NE",OIL,66062,1.21013E+11,Salem,Aug-19
195,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 (80),#105-CDG","257'N line, 50'W line of NE NW",OIL,66059,1.21013E+11,Salem,Aug-19
196,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c1 (80),#104-CDG","177'S line, 821'W line of NW NW",OIL,66061,1.21013E+11,Salem,Aug-19
197,Macoupin,15-8N-6W,"Hardt, Edwin E.",Stoecker #33-WI,"660'S line, 330'W line of NW",WI,204691,1.21172E+11,Spoon,Aug-19
198,Madison,8-4N-6W,"Kiec, Inc",Heuser #C-1 HOR,"330'S line, 330'W line of SE NE",OIL,66076,1.21193E+11,"Moccasin,Springs",Aug-19
199,Madison,8-4N-6W,"Kiec, Inc",Heuser #M-4 HOR,"330'S line, 330'E line of NE SE",OIL,66075,1.21193E+11,"Moccasin,Springs",Aug-19
200,Madison,8-4N-6W,"Kiec, Inc",Heuser #M-6 HOR,"330'S line, 330'W line of SE SE",OIL,66073,1.21193E+11,"Moccasin,Springs",Aug-19
201,Madison,8-4N-6W,"Kiec, Inc","Heuser, H. #4 HOR","330'N line, 330'W line of NE SE",OIL,66074,1.2119E+11,"Moccasin,Springs",Aug-19
202,Richland,30-2N-11E,"Woodcock Oil, LLC",Koertge - Harrison #4,"335'N line, 335'W line of SE NE",OIL,66086,1.21593E+11,Cypress,Aug-19
203,Richland,18-2N-14W,"Small & Small, Inc.","Ridgely, Trevor #1","333'N line, 336'W line of NE SE",OIL,66088,1.21593E+11,Cypress,Aug-19
204,Sangamon,28-16N-3W,West Bay Exploration Co.,Meijer #1-28,"2328'N line, 2321'E line of NE NE NE",OIL,66078,1.21673E+11,Silurian,Aug-19
205,Washington,31-3S-5W,Ameren Illinois Company,Hunter #2,"330'S line, 330'E line of NW NW",OBS,66087,1.2189E+11,Cypress,Aug-19
206,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","Bass, Dewey #1-B","359'N line, 347'E line of SE NW",OIL,66070,1.21913E+11,Warsaw,Aug-19
207,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC",Van Fansler #1-A,"500'S line, 346'W line of NW SE",OIL,66079,1.21913E+11,Salem,Aug-19
208,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","White, Paul #3-A","286'S line, 372'W line of NW NE",OIL,66071,1.21913E+11,Warsaw,Aug-19
209,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC","White, Paul #5","340'S line, 515'W line of SW NE",OIL,66072,1.21913E+11,Warsaw,Aug-19
210,White,14-4S-10E,"ACF Resources, LLC",Healy Disposal #1,"375'N line, 654'W line of SE NW",SWD,204689,1.21933E+11,Caseyville,Aug-19
211,Christian,18-15N-1W,"Podolsky, Bernard Estate","Montgomery Estate, R. #2","710'S line, 330'W line of SE SW",WI,204761,1.2021E+11,Racine,Aug-20
212,Clay,11-2N-5E,"Podolsky, Bernard Estate",Campbell Heirs Deep #9,"330'N line, 230'E line of SW",OIL,66281,1.20253E+11,Bailey,Aug-20
213,Crawford,26-6N-12W,"Jones, Donald E., Jr.",McCoy #1,"330'S line, 330'W line of SW SW",GAS,66286,1.20333E+11,Spoon,Aug-20
214,Crawford,26-6N-12W,"Jones, Donald E., Jr.",McCoy #5,"384'S line, 401'E line of NW SW",GAS,66285,1.20333E+11,Aux Vases,Aug-20
215,Hamilton,7-6S-6E,"Wood Energy, Inc.",Dial #2,"660'N line, 330'W line of NE NW",OIL,66283,1.20653E+11,Ullin,Aug-20
216,Jefferson,36-1S-4E,Resolve Exploration Corp.,Withrow #3,"890'S line, 330'E line of NW",OIL,66289,1.20813E+11,Ullin,Aug-20
217,Kankakee,5-29N-10E,Natural Gas Pipeline Co. of America,Kruse #O-2,"40'N line, 660'E line of NE",OBS,66287,1.20913E+11,"Wise Lake,Dolomite",Aug-20
218,Kankakee,29-30N-10E,Natural Gas Pipeline Co. of America,Kilpatrick - St. Peter #2,"2532'S line, 2676'E line of SE",OBS,66279,1.2091E+11,St Peter,Aug-20
219,Kankakee,29-30N-10E,Natural Gas Pipeline Co. of America,Kilpatrick - St. Peter #6,"76'S line, 200'E line of SW",OBS,66278,1.2091E+11,St Peter,Aug-20
220,Kankakee,29-30N-10E,Natural Gas Pipeline Co. of America,Kilpatrick - St. Peter #7,"590'S line, 12'E line of SW",OBS,66277,1.2091E+11,St Peter,Aug-20
221,LaSalle,5-34N-1E,Northern Illinois Gas Company,"Mathesius, L. #9","64'S line, 183'E line of NW NE NE",SWD,204759,1.20993E+11,Mount Sim,Aug-20
222,Lawrence,22-3N-12W,"Loeb, Herman L. LLC",Buchanan 'B' #1-22,"660'S line, 330'E line of SE SE SW",OIL,66288,1.21013E+11,Salem,Aug-20
223,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 #97-WI","660'S line, 330'W line of SE NE",WI,204760,1.21013E+11,Ste Genevi,Aug-20
224,Marion,19-1N-1E,T.D. Energy Inc.,T. D. Energy #4,"213'S line, 557'W line of SW SE NW",OIL,66284,1.21213E+11,Clear Cree,Aug-20
225,Menard,3-19N-7W,"DAC Energy & Drilling, LLC",Dart #5-1,"330'N line, 330'E line of NE SW SE",OIL,66292,1.21292E+11,Spechts Fe,Aug-20
226,Montgomery,33-8N-5W,"Eggemeyer, Ronald D.","Simburger, Rose #1","330'S line, 495'E line of SE SE SE",OIL,66282,1.21352E+11,Spoon,Aug-20
227,Perry,20-5S-1W,"KWR Ventures, L.L.C.",Opps #1-20,"330'S line, 330'W line of SW NE SE",OIL,66275,1.21453E+11,Ste Genevi,Aug-20
228,Perry,21-5S-1W,"KWR Ventures, L.L.C.",Tamaroa South Pier #1-21,"330'S line, 445'E line of SW NW",OIL,66276,1.21453E+11,Ste Genevi,Aug-20
229,Perry,29-5S-1W,"KWR Ventures, L.L.C.",Opps #1-29,"330'N line, 330'E line of NE NW NE",OIL,66274,1.21453E+11,Ste Genevi,Aug-20
230,Sangamon,28-16N-3W,"Bi-Petro, Inc.",Patterson #1,"330'S line, 330'E line of NW",OIL,66291,1.21673E+11,Edgewood,Aug-20
231,Sangamon,28-16N-3W,"Bi-Petro, Inc.",Patterson #2,"330'N line, 330'E line of SW",OIL,66290,1.21673E+11,Edgewood,Aug-20
232,White,15-4S-10E,"ACF Resources, LLC","Carter, Claude #1-WIW","330'S line, 330'E line of SW",WI,204758,1.21933E+11,Aux Vases,Aug-20
233,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #3-B","300'N line, 300'E line of SE",WI,204762,1.2193E+11,Aux Vases,Aug-20
234,White,3-6S-10E,Pamco Oil & Gas LLC,Duvall #71X-3,"354'N line, 873'E line of NE NE",OIL,66293,1.21933E+11,Ullin,Aug-20
235,Williamson,15-8S-3E,Ameren Illinois Company,C.I.P.S. #CO-1,"298'N line, 275'W line of SE NW",OBS,66280,1.21992E+11,Carbondale,Aug-20
236,Clark,36-10N-14W,N and R Inc.,"Howard, Leon #2A","330'S line, 990'W line of SW SW NW",WI,204791,1.20233E+11,Abbott,Aug-21
237,Crawford,33-7N-13W,"Rhex, LLC",Caywood #RX-1,"51'N line, 93'W line of SW SW SW",WI,204796,1.20334E+11,Spoon,Aug-21
238,Crawford,33-7N-13W,"Rhex, LLC",Caywood #RX-2,"19'N line, 14'W line of NW SW SW",WI,204797,1.20334E+11,Spoon,Aug-21
239,Crawford,33-7N-13W,"Rhex, LLC",Mosbey #S-4,"26'S line, 48'E line of SE NW NE",WI,204795,1.20334E+11,Spoon,Aug-21
240,Edwards,24-2S-10E,"Anderson, Clint E.",Wick #4,"330'N line, 365'W line of SE NE",OIL,66466,1.20473E+11,Ullin,Aug-21
241,Edwards,12-3S-10E,"Got Oil, LLC",Fieber #W-15,"330'S line, 330'E line of NE NE",WI,204794,1.20472E+11,Aux Vases,Aug-21
242,Fayette,33-8N-3E,Natural Gas Pipeline Co. of America,"Dial, Silas #13-SWD","110'N line, 107'W line of NE NW",SWD,204793,1.2051E+11,Salem,Aug-21
243,Hamilton,10-5S-7E,"Campbell Energy, LLC","Johnson, Vada ""A"" #7-WI","330'S line, 330'W line of SE",WI,204792,1.20652E+11,Cypress,Aug-21
244,Hamilton,12-6S-5E,"Bi-Petro, Inc.",Smith #1-B,"330'N line, 380'W line of SE SE",OIL,66469,1.20653E+11,Ullin,Aug-21
245,Hamilton,14-6S-5E,"Bi-Petro, Inc.",Culpepper #2-B,"330'N line, 380'E line of SW SE",OIL,66470,1.20653E+11,Ullin,Aug-21
246,Wabash,17-1N-12W,"Seaton, Gregory S.",Stevens Farms #1,"1136'N line, 330'E line of NE",OIL,66460,1.21853E+11,Ste Genevi,Aug-21
247,Wabash,11-3S-14W,"Nichols Operating, LLC",Dunn #9-11,"253'S line, 269'E line of SW NE",OIL,66467,1.21853E+11,Tar Spring,Aug-21
248,White,22-4S-14W,Citation Oil & Gas Corp.,"Collins, B. S. #10","330'S line, 330'W line of SE SE",OIL,66457,1.21933E+11,Ullin,Aug-21
249,White,22-4S-14W,Citation Oil & Gas Corp.,"Collins, B. S. #8","330'N line, 330'E line of SW SE",OIL,66455,1.21933E+11,Ullin,Aug-21
250,White,22-4S-14W,Citation Oil & Gas Corp.,"Collins, B. S. #9","330'S line, 330'W line of SW SE",OIL,66456,1.21933E+11,Ullin,Aug-21
251,White,22-4S-14W,Citation Oil & Gas Corp.,"Ford, Harry C. #23","330'S line, 365'E line of NE SE",OIL,66458,1.21933E+11,Ullin,Aug-21
252,White,27-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #91","384'N line, 355'W line of SE NE",OIL,66459,1.21933E+11,Ullin,Aug-21
253,White,27-4S-14W,Citation Oil & Gas Corp.,"Ford, H. C. #C-17","660'N line, 660'W line of SW SE",OIL,66471,1.2193E+11,Ullin,Aug-21
254,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #109","319'S line, 353'E line of NE SW",OIL,66461,1.21933E+11,Ullin,Aug-21
255,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #110","378'N line, 232'E line of NE SW SW",OIL,66462,1.21933E+11,Ullin,Aug-21
256,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #111","306'N line, 418'W line of SE SW",OIL,66463,1.21933E+11,Ullin,Aug-21
257,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #113","351'S line, 312'E line of SE SW",OIL,66464,1.21933E+11,Ullin,Aug-21
258,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #114","390'S line, 289'E line of SW SE",OIL,66465,1.21933E+11,Ullin,Aug-21
259,White,35-5S-10E,Pamco Oil & Gas LLC,Ackerman #17-35,"362'N line, 330'E line of NW SW SW",OIL,66468,1.21933E+11,Ullin,Aug-21
260,Christian,9-15N-1W,Podolsky Oil Co.,"McMillen ""B"" #5","330'S line, 330'E line of SW NE",OIL,65821,1.20213E+11,Racine,Dec-18
261,Clay,16-3N-6E,"Third Day Oil and Gas, LLC",Garrett #1,"610'N line, 330'W line of NW SW NW",OIL,65806,1.20253E+11,"Moccasin,Springs",Dec-18
262,Clay,28-4N-6E,"MDM Energy, Inc.",Kincaid #1,"100'N line, 1850'E line of NE",OBS,65828,1.20253E+11,Bailey,Dec-18
263,Crawford,12-5N-11W,Decker's Well Service & Producing,Kent #W-2,"48'S line, 25'E line of SE SE SW",WI,204659,1.20334E+11,Robinson,Dec-18
264,Jasper,20-6N-9E,"Aeos, LLC",Chaney #5,"1650'S line, 1897'E line of SE",OIL,65811,1.20793E+11,St Louis,Dec-18
265,Jefferson,30-3S-2E,"Countrymark Energy Resources, LLC",Panzier #4-W,"539'S line, 255'W line of NE SE",WI,204660,1.20813E+11,Salem,Dec-18
266,Kankakee,3-30N-9E,Natural Gas Pipeline Co. of America,"Cook, P. #1","4067'S line, 47'W line of section",OBS,65823,1.2091E+11,Mount Sim,Dec-18
267,Lawrence,5-3N-12W,"CDG Operations, LLC","Cooper, S. N. a/c 1 #CD-4,WSW","351'S line, 336'W line of SW NW",WSU,65802,1.2101E+11,Bridgeport,Dec-18
268,Lawrence,5-3N-12W,"CDG Operations, LLC","Cooper, S. N. a/c 1 #CD-6,WSW","330'S line, 330'W line of NW SW",WSU,65827,1.2101E+11,Bridgeport,Dec-18
269,Lawrence,35-3N-12W,"CDG Operations, LLC","Gould, A. L. #SWD-1CDG","58'N line, 20'W line of NW SE",SWD,204661,1.21013E+11,Eau Claire,Dec-18
270,Lawrence,35-3N-12W,"CDG Operations, LLC","Leighty, L. K. a/c 1 #HM-7A,WSW","1344'N line, 685'W line of NW",WSU,65826,1.21013E+11,McClosky,Dec-18
271,Lawrence,24-4N-13W,"CDG Operations, LLC","King, Perry a/c 1 & 2 #GM-17 WSW","2640'S line, 1320'E line of SE",WSU,65822,1.21013E+11,McClosky,Dec-18
272,Madison,28-6N-6W,"MB Oil Production, Inc.",Albrecht #1,"330'N line, 239'E line of NW NE NE",OIL,65829,1.21193E+11,Spoon,Dec-18
273,Marion,19-1N-1E,T.D. Energy Inc.,"Borum, T. #1","232'N line, 161'E line of NW SW SW",OIL,65820,1.21213E+11,Aux Vases,Dec-18
274,Saline,23-8S-6E,"KWR Ventures, L.L.C.",Butler Heirs #1,"235'S line, 330'E line of NE SW",OIL,65819,1.21653E+11,St Louis,Dec-18
275,Saline,4-8S-7E,"KWR Ventures, L.L.C.",Oldham #1-4,"330'N line, 330'W line of NE NE",OIL,65807,1.21653E+11,St Louis,Dec-18
276,Wabash,5-1S-13W,"Wabash 12 Oil, LLC",Keepes - Shearer #2,"330'N line, 330'E line of SW NE",OIL,65810,1.21853E+11,Salem,Dec-18
277,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-1,"336'N line, 335'E line of NE SE",OIL,65812,1.21853E+11,Fort Payne,Dec-18
278,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-2,"330'N line, 438'E line of NW NE",OIL,65818,1.21853E+11,Fort Payne,Dec-18
279,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-3,"336'S line, 336'W line of NE NE",OIL,65814,1.21853E+11,Fort Payne,Dec-18
280,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-4,"336'N line, 336'E line of SW NE",OIL,65815,1.21853E+11,Fort Payne,Dec-18
281,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-5,"336'S line, 354'W line of SE NE",OIL,65816,1.21853E+11,Fort Payne,Dec-18
282,Wabash,15-3S-14W,"Campbell Energy, LLC",Performance #15-6,"670'S line, 334'E line of NW SE",OIL,65817,1.21853E+11,Fort Payne,Dec-18
283,Wayne,14-1S-6E,"Countrymark Energy Resources, LLC",Hilliard #2,"506'S line, 347'W line of NE NW",OIL,65830,1.21913E+11,Warsaw,Dec-18
284,Wayne,4-2S-7E,"Paragon Oil Company, Inc.",Sprague #4-B,"335'S line, 330'E line of NW SE",OIL,65800,1.21913E+11,Salem,Dec-18
285,White,29-3S-14W,"Campbell Energy, LLC",Eastwood #1,"334'N line, 333'E line of NE SE",OIL,65798,1.21933E+11,Ullin,Dec-18
286,White,29-3S-14W,"Campbell Energy, LLC",Eastwood #2,"334'S line, 330'E line of NE SE",OIL,65797,1.21933E+11,Ullin,Dec-18
287,White,29-3S-14W,"Campbell Energy, LLC",Eastwood #6,"0'S line, 258'E line of NW NE SE",OIL,65799,1.21933E+11,Fort Payne,Dec-18
288,White,30-3S-14W,"Keepes Petroleum, Inc.",Glaze Five SWD #1,"330'S line, 330'W line of SW SW",SWD,204658,1.21933E+11,Degonia,Dec-18
289,White,32-3S-14W,"Campbell Energy, LLC","Hon, C. #3-PO","673'S line, 330'W line of SE SE",OIL,65825,1.21933E+11,Fort Payne,Dec-18
290,White,33-3S-14W,"Campbell Energy, LLC",Bump #16,"675'S line, 330'W line of NW NW",OIL,65805,1.21933E+11,Warsaw,Dec-18
291,White,7-4S-14W,"Campbell Energy, LLC",Estate 80 #2,"331'S line, 330'E line of NE SE",OIL,65809,1.21933E+11,Fort Payne,Dec-18
292,White,17-4S-14W,"Campbell Energy, LLC","Hughes, Dennis #17-3","330'N line, 330'W line of SW NW",OIL,65801,1.21933E+11,Fort Payne,Dec-18
293,White,28-4S-14W,Citation Oil & Gas Corp.,"Jacobs, E. S. #A-5","330'S line, 330'E line of NW",OIL,65824,1.2193E+11,Warsaw,Dec-18
294,White,33-4S-14W,Citation Oil & Gas Corp.,"Greathouse, E. R. #106","330'S line, 380'W line of NW SE",OIL,65803,1.21933E+11,Warsaw,Dec-18
295,White,31-5S-9E,Wabash Prod. & Dev. Corp.,Absher - Storey #1,"331'N line, 331'E line of NW NE",OIL,65808,1.21933E+11,St Louis,Dec-18
296,White,4-5S-14W,Citation Oil & Gas Corp.,"Greathouse, E. S. #15","350'N line, 330'W line of NE SE",OIL,65804,1.21931E+11,Warsaw,Dec-18
297,White,18-5S-14W,"Campbell Energy, LLC",Kempf #5,"330'S line, 330'E line of SE SE",OIL,65813,1.21933E+11,Fort Payne,Dec-18
298,Coles,25-12N-7E,Scott Oil Company,Daily #2-W,"330'S line, 990'W line of SW SW",WI,204711,1.2029E+11,Ste Genevi,Dec-19
299,Edgar,35-15N-14W,"Pioneer Oil Co., Inc.",Keske #1-35,"990'N line, 330'E line of NE SW",OIL,66181,1.20452E+11,Clear Cree,Dec-19
300,Edwards,18-3S-11E,"Keepes Petroleum, Inc.",Rahmoeller #SWD-1,"378'S line, 991'W line of SW NW",WI,204713,1.20472E+11,Caseyville,Dec-19
301,Hamilton,21-3S-7E,"Pioneer Oil Co., Inc.",Morris #1-21,"331'S line, 430'E line of SW SE",OIL,66175,1.20653E+11,Fort Payne,Dec-19
302,Jefferson,36-1S-4E,Resolve Exploration Corp.,Withrow #2,"330'N line, 330'E line of NW NE",OIL,66187,1.20813E+11,Ullin,Dec-19
303,Jefferson,30-3S-2E,"Countrymark Energy Resources, LLC",Philp Estate #5-D DIR,"124'S line, 127'E line of NE SE",OIL,66178,1.20813E+11,Salem,Dec-19
304,Macoupin,15-8N-6W,"Hardt, Edwin E.",Stoecker #37,"2310'S line, 330'W line of NW",OIL,66186,1.21172E+11,Spoon,Dec-19
305,Macoupin,16-8N-6W,"Hardt, Edwin E.",Stoecker #36,"660'N line, 1319'W line of NE NE",OIL,66185,1.21172E+11,Spoon,Dec-19
306,Madison,16-4N-6W,"Kiec, Inc","Mayer, Louis #3-HOR","330'S line, 330'E line of NE SE",OIL,66182,1.2119E+11,"Moccasin,Springs",Dec-19
307,Marion,19-1N-1E,T.D. Energy Inc.,T. D. Energy #3,"70'S line, 353'E line of SE SW NW",OIL,66184,1.21213E+11,Mattoon,Dec-19
308,Richland,30-2N-11E,"Woodcock Oil, LLC","Harrison, J. #1","338'S line, 340'W line of NE",WI,204710,1.21593E+11,Cypress,Dec-19
309,St. Clair,34-1N-10W,"Columbia Oil Producers, LLC",Nolte Water Disposal #1,"105'S line, 'W line of NW SE",SWD,204714,1.21633E+11,Potosi,Dec-19
310,Washington,31-3S-5W,Ameren Illinois Company,Franklin #3,"330'S line, 354'W line of NW SW",OBS,66179,1.2189E+11,Carbondale,Dec-19
311,White,1-4S-10E,"ACF Resources, LLC",Hon #SWD-2,"122'N line, 468'E line of NE SW NW",SWD,204715,1.21933E+11,Caseyville,Dec-19
312,White,17-4S-14W,"Campbell Energy, LLC","Hughes, C. C. #4-A","380'N line, 330'W line of SE SE",WI,204712,1.2193E+11,Ullin,Dec-19
313,White,26-4S-14W,Citation Oil & Gas Corp.,"Fitton, E. M. #50","330'N line, 330'E line of NW NW",OIL,66183,1.21931E+11,Ullin,Dec-19
314,White,19-5S-14W,"Campbell Energy, LLC",Kempf #14,"324'S line, 302'E line of SE SE",OIL,66180,1.2193E+11,Fort Payne,Dec-19
315,White,12-7S-9E,"Pioneer Oil Co., Inc.",Chapman #12-1,"279'N line, 330'W line of NW NW NE",OIL,66177,1.21933E+11,Carbondale,Dec-19
316,White,12-7S-9E,"Pioneer Oil Co., Inc.",Sauls #12-1,"306'S line, 588'E line of NE NE NW",OIL,66176,1.21933E+11,Carbondale,Dec-19
317,White,8-7S-10E,"Campbell Energy, LLC",Tuley #2,"2310'S line, 990'E line of SW",WI,204716,1.21933E+11,Aux Vases,Dec-19
318,Clark,8-11N-14W,"Ashley Oil, Inc.",Redman #2-MIC,"0'S line, 330'E line of NW NE NW",OIL,66338,1.20233E+11,St Louis,Dec-20
319,Clark,8-11N-14W,"Ashley Oil, Inc.","Redman, Maxine #1-SC","330'N line, 330'W line of NW NE NW",OIL,66339,1.20233E+11,Borden,Dec-20
320,Crawford,15-7N-13W,"IL Exploration & Production, Inc.","Stantz, Andrew Heirs #2-W","330'N line, 330'E line of NE",WI,204768,1.20333E+11,Spoon,Dec-20
321,Edwards,34-2S-10E,"Dee Drilling Co., Inc.",Mobley #1-WIW,"330'N line, 330'E line of NE SE SE",WI,204767,1.20472E+11,Aux Vases,Dec-20
322,Edwards,18-3S-11E,"Keepes Petroleum, Inc.",Lisa #1,"871'S line, 330'E line of NE",OIL,66337,1.20473E+11,Fort Payne,Dec-20
323,Edwards,18-3S-11E,"Keepes Petroleum, Inc.",Rahmoeller #18-6,"330'N line, 330'E line of NE NW",OIL,66336,1.20473E+11,Fort Payne,Dec-20
324,Franklin,25-5S-2E,Gesell's Pump Sales & Service,USX #8,"330'S line, 330'E line of NW SE",OIL,66332,1.20553E+11,Bailey,Dec-20
325,Jefferson,25-1S-4E,"Darnell, Jeff","Withrow, D. #1","330'S line, 330'E line of SE SW SW",OIL,66324,1.20813E+11,Salem,Dec-20
326,Jefferson,36-1S-4E,"Darnell, Jeff","Withrow, D. #1-A","330'S line, 330'E line of SE NW NW",OIL,66325,1.20813E+11,Salem,Dec-20
327,Madison,4-4N-6W,"Kiec, Inc",Schreiber #10,"330'S line, 330'W line of SW SW",OIL,66323,1.21193E+11,Shakopee,Dec-20
328,Madison,8-4N-6W,"Kiec, Inc",Appel #10,"330'N line, 990'E line of NE NE",OIL,66326,1.21193E+11,Shakopee,Dec-20
329,Madison,8-4N-6W,"Kiec, Inc",Heuser #10,"797'S line, 330'E line of SE NE",OIL,66327,1.21193E+11,Shakopee,Dec-20
330,Madison,10-4N-6W,"Kiec, Inc","Brooks, D. #10","330'N line, 380'E line of NE NE",OIL,66322,1.21193E+11,Shakopee,Dec-20
331,Madison,16-4N-6W,"Kiec, Inc",Pense - Mayer #10,"990'S line, 330'E line of SE NE",OIL,66328,1.21193E+11,Shakopee,Dec-20
332,Wabash,12-1S-13W,"Keepes Petroleum, Inc.",Sharp #7,"330'N line, 380'E line of NE SW",OIL,66333,1.21853E+11,Fort Payne,Dec-20
333,Wabash,12-1S-13W,"Keepes Petroleum, Inc.",Sharp #8,"330'N line, 380'E line of NW SW",OIL,66334,1.21853E+11,Fort Payne,Dec-20
334,Wabash,12-1S-13W,"Keepes Petroleum, Inc.",Sharp #9,"360'S line, 330'W line of NE SW",OIL,66335,1.21853E+11,Fort Payne,Dec-20
335,Washington,23-1S-3W,"Woolsey Operating Co., LLC",Schuette #1,"330'S line, 330'W line of NE NW",OIL,66330,1.21892E+11,Spechts Fe,Dec-20
336,Washington,24-1S-3W,"Woolsey Operating Co., LLC","Witte, Allen #1","330'N line, 330'E line of SE NW",OIL,66331,1.21892E+11,Spechts Fe,Dec-20
